ic_id,primary_alias,aliases,decision,evidence_count,clean_candidate,admitted_clean,strict_lemma_seed,typed_sense_seed,resolver_id,longman,ogden,high_frequency,early_aoa,high_concreteness,frequency,age_of_acquisition,concreteness,sense_count,tag_counts,fired_rules,flags
ic:thing,thing,thing,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,6.036307065878121,4.58,3.17,12,"{""lexical-word"": 12}",r_admit_lexical,
ic:thought,thought,thought,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.907079076170835,5.891350000000001,1.97,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:through,through,through,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.739410755667382,5.816751,2.9,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:together,together,together,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.583069752993248,5.944635000000001,2.74,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:true,true,true,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.40316387884861,4.644481000000001,1.7,15,"{""lexical-word"": 14, ""technical-term"": 1}",r_admit_lexical,
ic:up,up,up,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,6.564072702809289,2.918047,3.83,14,"{""lexical-word"": 14}",r_admit_lexical,
ic:very,very,very,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,6.093272155268496,4.900249000000001,1.43,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:walk,walk,walk,admit,6,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,true,5.333621461116212,3.45,4.07,17,"{""lexical-word"": 17}",r_admit_lexical,
ic:warm,warm,warm,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,true,false,4.7167157787755265,4.65,3.56,12,"{""lexical-word"": 12}",r_admit_lexical,
ic:wheel,wheel,wheel,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.432027820723091,4.4,4.86,11,"{""lexical-word"": 11}",r_admit_lexical,
ic:whip,whip,whip,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.119203415198285,7.0,4.68,11,"{""lexical-word"": 11}",r_admit_lexical,
ic:wine,wine,wine,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.780243831047658,7.9,4.79,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:woman,woman,woman,admit,6,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,true,5.637541063422888,4.95,4.46,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:wrong,wrong,wrong,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.7180036891797865,4.22,1.83,13,"{""lexical-word"": 10, ""technical-term"": 3}",r_admit_lexical,
ic:along,along,along,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,true,true,false,5.261762331572577,5.411785000000001,2.14,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:beard,beard,beard,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,false,true,true,4.100720009504272,4.84,4.96,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:busy,busy,busy,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,true,true,false,5.026953776226332,5.95,2.41,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:chair,chair,chair,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,false,true,true,4.6918537772096185,3.43,4.58,7,"{""lexical-word"": 6, ""technical-term"": 1}",r_admit_lexical,
ic:check,check,check;cheque,admit,6,true,true,false,true,legacy_typed_sense_seed_pre_p2,true,false,true,true,true,5.4450085215159945,5.53,4.11,40,"{""lexical-word"": 40}",r_admit_lexical,
ic:coffee,coffee,coffee,admit,6,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,false,true,true,true,5.159419468691496,4.94,4.81,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:date,date,date,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,true,true,false,5.1503111839578,5.84,3.9,12,"{""lexical-word"": 11, ""technical-term"": 1}",r_admit_lexical,
ic:glue,glue,glue,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,false,true,true,3.7704006377383035,4.67,4.65,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:purple,purple,purple,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,false,true,true,4.091174691598042,3.6,4.04,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:queen,queen,queen;queer,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,false,true,true,4.737438345418058,4.42,4.45,17,"{""lexical-word"": 17}",r_admit_lexical,
ic:radio,radio,radio,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,false,true,true,4.88699955693469,5.17,4.74,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:string,string,string,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,false,false,true,true,4.10273842281316,4.94,4.76,17,"{""lexical-word"": 16, ""technical-term"": 1}",r_admit_lexical,
ic:jelly,jelly,jelly,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,false,true,false,true,true,3.852935525793516,4.11,4.93,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:oven,oven,oven,admit,6,true,true,true,true,legacy_typed_sense_seed_pre_p2,false,true,false,true,true,3.948889995001564,5.67,4.97,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:able,able,able,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.203311359250563,7.79,2.38,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:across,across,across,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.973256297865468,6.637340000000001,3.07,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:addition,addition,addition,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,false,3.8895293280699725,5.763466,2.89,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:agreement,agreement,agreement,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.242685601033006,8.16,2.22,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:answer,answer,answer,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.245448883835101,5.43,2.89,15,"{""lexical-word"": 14, ""technical-term"": 1}",r_admit_lexical,
ic:attention,attention,attention,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.993661072541599,6.78,2.3,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:band,band,band,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.727200648757121,6.16,4.68,15,"{""lexical-word"": 14, ""technical-term"": 1}",r_admit_lexical,
ic:basket,basket,basket,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.119849206368437,5.67,5.0,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:beautiful,beautiful,beautiful,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.446166803386765,5.72,2.16,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:between,between,between,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.242831476133265,5.465070000000001,2.72,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:birth,birth,birth,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.439819462828265,5.21,4.46,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:bite,bite,bite,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.610106222356087,3.58,4.44,13,"{""lexical-word"": 13}",r_admit_lexical,
ic:board,board,board,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.806780147452464,6.37,4.57,13,"{""lexical-word"": 13}",r_admit_lexical,
ic:breath,breath,breath,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.652048755439813,5.81,4.36,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:bridge,bridge,bridge,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.6595626882314365,5.58,4.97,12,"{""lexical-word"": 12}",r_admit_lexical,
ic:building,building,building,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.997612354973057,6.16,4.64,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:business,business,business,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.5059358781176915,7.47,3.28,9,"{""lexical-word"": 9}",r_admit_lexical,
ic:button,button,button,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.4507994025278705,4.78,4.96,10,"{""lexical-word"": 10}",r_admit_lexical,
ic:by,by,by,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,6.126667960280349,5.411785000000001,1.55,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:cake,cake,cake,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.653373113413739,3.26,4.81,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:camera,camera,camera,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.75542854433146,6.0,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:care,care,care,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.685391797807753,5.65,2.33,11,"{""lexical-word"": 11}",r_admit_lexical,
ic:carriage,carriage,carriage,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,3.873897505056169,5.84,4.86,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:cheese,cheese,cheese,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.59112347623214,4.33,4.7,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:circle,circle,circle,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.332436482258533,3.67,4.44,11,"{""lexical-word"": 11}",r_admit_lexical,
ic:clock,clock,clock,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.767650555175778,4.42,5.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:cloth,cloth,cloth,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,3.7859887361629028,5.3,4.9,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:company,company,company,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,true,5.1673584060937685,6.84,4.11,10,"{""lexical-word"": 10}",r_admit_lexical,
ic:control,control,control,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.1155039554125965,7.26,1.93,20,"{""lexical-word"": 18, ""technical-term"": 2}",r_admit_lexical,
ic:cough,cough,cough,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,3.944080483147783,4.32,4.36,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:curtain,curtain,curtain,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.012819886298199,4.95,4.82,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:curve,curve,curve,admit,5,true,true,false,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,3.6647461451145666,7.52,4.41,10,"{""lexical-word"": 10}",r_admit_lexical,
ic:damage,damage,damage,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.518949224733586,7.2,3.2,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:danger,danger,danger,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,false,4.639749328646151,4.61,2.68,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:dark,dark,dark,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.946972576955842,3.74,4.29,15,"{""lexical-word"": 15}",r_admit_lexical,
ic:degree,degree,degree,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.172647734425251,10.35,3.0,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:desire,desire,desire,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.3067744919373965,9.95,1.7,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:disease,disease,disease,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.4176406002839865,7.55,3.45,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:drawer,drawer,drawer,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.114002221512477,5.37,4.67,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:dress,dress,dress,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.939998920718461,4.05,4.93,21,"{""lexical-word"": 21}",r_admit_lexical,
ic:every,every,every,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.739116239901437,4.196887000000001,2.28,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:fact,fact,fact,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.236415506371387,6.47,2.72,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:feather,feather,feather,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,3.822033840347542,4.67,4.9,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:field,field,field,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.845838463156363,6.1,4.26,21,"{""lexical-word"": 19, ""technical-term"": 2}",r_admit_lexical,
ic:finger,finger,finger,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.56390792964447,3.43,5.0,7,"{""lexical-word"": 6, ""technical-term"": 1}",r_admit_lexical,
ic:flag,flag,flag,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.242685601033006,5.33,4.79,12,"{""lexical-word"": 12}",r_admit_lexical,
ic:flight,flight,flight,admit,5,true,true,true,true,legacy_typed_sense_seed_pre_p2,true,true,false,false,false,4.775421439113354,7.47,3.9,12,"{""lexical-word"": 12}",r_admit_lexical,
ic:flower,flower,flower,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.357040270198771,3.11,5.0,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:fold,fold,fold,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,3.9362727316122985,4.95,4.13,12,"{""lexical-word"": 11, ""technical-term"": 1}",r_admit_lexical,
ic:forrad,forrad,forrad;forrard;forward;forwards,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,false,4.85886050830352,4.239515000000001,3.08,16,"{""lexical-word"": 16}",r_admit_lexical,
ic:frame,frame,frame,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.149166638575728,7.67,4.3,18,"{""lexical-word"": 18}",r_admit_lexical,
ic:future,future,future,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.014385804145419,7.16,1.86,7,"{""lexical-word"": 7}",r_admit_lexical,
ic:general,general,general,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.061654399908052,8.05,1.62,10,"{""lexical-word"": 10}",r_admit_lexical,
ic:happy,happy,happy,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.522129756061506,2.72,2.56,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:hate,hate,hate,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.33104990804841,5.53,1.97,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:hook,hook,hook,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.5794119512231655,6.26,4.79,20,"{""lexical-word"": 20}",r_admit_lexical,
ic:hour,hour,hour,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.209759564209201,5.85,3.1,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:insect,insect,insect,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,3.501349156687091,4.75,4.89,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:kind,kind,kind,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.770775613902451,4.89,2.07,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:leaf,leaf,leaf,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,3.716715778775527,4.6,5.0,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:least,least,least,admit,5,true,true,false,true,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.3170170764799085,,2.36,3,"{""lexical-word"": 3}",r_admit_lexical,missing_aoa
ic:leather,leather,leather,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.133193612599315,7.25,4.82,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:less,less,less,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,true,false,false,5.045187354785956,,2.77,5,"{""idiom"": 1, ""lexical-word"": 4}",r_admit_lexical,missing_aoa
ic:library,library,library,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.360391037216823,4.95,4.8,5,"{""lexical-word"": 4, ""technical-term"": 1}",r_admit_lexical,
ic:loss,loss,loss,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,false,4.463852951569017,5.0,2.19,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:love,love,love,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,6.046679185626576,5.17,2.07,10,"{""lexical-word"": 10}",r_admit_lexical,
ic:machine,machine,machine,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.846202143134548,6.53,4.25,8,"{""lexical-word"": 8}",r_admit_lexical,
ic:material,material,material,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,4.344912585627879,8.06,4.26,11,"{""lexical-word"": 9, ""technical-term"": 2}",r_admit_lexical,
ic:meal,meal,meal,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.460036888987091,4.74,4.62,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:meat,meat,meat,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.639554359178498,4.42,4.9,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:middle,middle,middle,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,false,4.949845538801572,4.6977660000000006,3.69,9,"{""lexical-word"": 9}",r_admit_lexical,
ic:mine,mine,mine,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,true,true,false,5.399078039723435,4.239515000000001,3.56,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:mist,mist,mist,admit,5,true,true,true,false,legacy_typed_sense_seed_pre_p2,true,true,false,false,true,3.5519055301295346,6.95,4.51,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:monkey,monkey,monkey,admit,5,true,true,false,false,legacy_typed_sense_seed_pre_p2,true,true,false,true,true,4.5248302525366135,4.21,4.9,4,"{""lexical-word"": 4}",r_admit_lexical,
