sense_key,lemma_or_redacted,pos,gloss_or_elided,gold_lexicality,stratum,notes
oewn-bonasa_umbellus__1.05.00..,Bonasa umbellus,n,valued as a game bird in eastern United States and Canada,taxon,taxon,Linnaean binomial lemma
oewn-duplicidentata__1.05.00..,Duplicidentata,n,in former classifications considered a suborder of Rodentia coextensive with the order Lagomorpha: gnawing animals,taxon,taxon,gloss: taxonomic rank cue
oewn-mammillaria_plumosa__1.20.00..,Mammillaria plumosa,n,a low tuberculate cactus with white feathery spines; northeastern Mexico,phrase,taxon,compositional multiword lemma
oewn-helianthus_laetiflorus__1.20.00..,Helianthus laetiflorus,n,tall rough-leaved perennial with a few large flower heads; central United States,phrase,taxon,compositional multiword lemma
oewn-gulo__1.05.00..,Gulo,n,a genus of Mustelidae,taxon,taxon,gloss: taxonomic rank cue
oewn-muscari_neglectum__1.20.00..,Muscari neglectum,n,prolific species having particularly beautiful dark blue flowers,taxon,taxon,Linnaean binomial lemma
oewn-mandaean_language__1.10.01..,Mandaean language,n,the form of Aramaic used by the Mandeans,phrase,taxon,compositional multiword lemma
oewn-lupinus_perennis__1.20.00..,Lupinus perennis,n,stout perennial of eastern and central North America having palmate leaves and showy racemose blue flowers,phrase,taxon,compositional multiword lemma
oewn-genus_maja__1.05.00..,genus Maja,n,type genus of the Majidae; nearly cosmopolitan in distribution,taxon,taxon,gloss: taxonomic rank cue
oewn-natrix_sipedon__1.05.00..,Natrix sipedon,n,in some classifications placed in the genus Nerodia; western United States snake that seldom ventures far from water,taxon,taxon,gloss: taxonomic rank cue
oewn-illinois_language__1.10.01..,Illinois language,n,the Algonquian language of the Illinois and Miami,phrase,taxon,compositional multiword lemma
oewn-hypericum_perforatum__1.20.00..,Hypericum perforatum,n,yellow-flowered perennial common in fields and waste places but a weed in rangelands,phrase,taxon,compositional multiword lemma
oewn-kalapuyan_language__1.10.01..,Kalapuyan language,n,a Penutian language spoken by the Kalapuya,phrase,taxon,compositional multiword lemma
oewn-astropogon__1.05.00..,Astropogon,n,a genus of fish of the family Apogonidae,taxon,taxon,gloss: taxonomic rank cue
oewn-kassite_language__1.10.01..,Kassite language,n,an ancient language spoken by the Kassites,phrase,taxon,compositional multiword lemma
oewn-kuki_language__1.10.01..,Kuki language,n,Kamarupan languages spoken in western Burma and Bangladesh and easternmost India,phrase,taxon,compositional multiword lemma
oewn-genus_squilla__1.05.00..,genus Squilla,n,type genus of the family Squillidae,taxon,taxon,gloss: taxonomic rank cue
oewn-fucales__1.05.00..,Fucales,n,coextensive with the family Fucaceae,taxon,taxon,gloss: taxonomic rank cue
oewn-german_tamarisk__1.20.00..,German tamarisk,n,Eurasian shrub resembling the tamarisk,taxon,taxon,Linnaean binomial lemma
oewn-anguillula_aceti__1.05.00..,Anguillula aceti,n,minute eelworm that feeds on organisms that cause fermentation in e.g. vinegar,phrase,taxon,compositional multiword lemma
oewn-genus_galeorhinus__1.05.00..,genus Galeorhinus,n,a genus of Carcharhinidae,taxon,taxon,gloss: taxonomic rank cue
oewn-macropus_agiles__1.05.00..,Macropus agiles,n,a small wallaby having a height of 30 inches,phrase,taxon,compositional multiword lemma
oewn-spodoptera_exigua__1.05.02..,Spodoptera exigua,n,moth larva that eats foliage of beets and other vegetables,phrase,taxon,compositional multiword lemma
oewn-fissurellidae__1.05.00..,Fissurellidae,n,"a family of marine limpets, containing the keyhole limpets and slit limpets (Fissurellidae)",taxon,taxon,gloss: taxonomic rank cue
oewn-sclerodermataceae__1.20.00..,Sclerodermataceae,n,a family of fungi or order Sclerodermatales with a single-layered peridium; includes earthballs,taxon,taxon,gloss: taxonomic rank cue
oewn-russian_roulette__1.04.00..,Russian roulette,n,a stunt in which you spin the cylinder of a revolver that is loaded with only one bullet and then point the muzzle at your head and pull the trigger,phrase,taxon,compositional multiword lemma
oewn-mongolic__1.10.00..,Mongolic,n,a family of Altaic language spoken in Mongolia,taxon,taxon,gloss: taxonomic rank cue
oewn-polyergus_rufescens__1.05.00..,Polyergus rufescens,n,small reddish slave-making ant species,taxon,taxon,Linnaean binomial lemma
oewn-sciaridae__1.05.00..,Sciaridae,n,"a family of flies, commonly known as dark-winged fungus gnats (Sciaridae)",taxon,taxon,gloss: taxonomic rank cue
oewn-cupressus_pigmaea__1.20.00..,Cupressus pigmaea,n,rare small cypress native to northern California; sometimes considered the same species as gowen cypress,taxon,taxon,Linnaean binomial lemma
oewn-macroevolution__1.22.00..,macroevolution,n,evolution on a large scale extending over geologic era and resulting in the formation of new taxonomic groups,taxon,taxon,gloss: taxonomic rank cue
oewn-callorhinus_ursinus__1.05.00..,Callorhinus ursinus,n,of Pacific coast from Alaska southward to California,phrase,taxon,compositional multiword lemma
oewn-sterculia_apetala__1.20.00..,Sterculia apetala,n,large deciduous tree native to Panama and from which the country takes its name; having densely leafy crown and naked trunk,taxon,taxon,Linnaean binomial lemma
oewn-meles_meles__1.05.00..,Meles meles,n,a variety of badger native to Europe and Asia,phrase,taxon,compositional multiword lemma
oewn-genus_osmunda__1.20.00..,genus Osmunda,n,type genus of the Osmundaceae,taxon,taxon,gloss: taxonomic rank cue
oewn-hemigalus_hardwickii__1.05.00..,Hemigalus hardwickii,n,an East Indian civet,phrase,taxon,compositional multiword lemma
oewn-tichodroma_muriaria__1.05.00..,Tichodroma muriaria,n,crimson-and-grey songbird that inhabits town walls and mountain cliffs of southern Eurasia and northern Africa,taxon,taxon,Linnaean binomial lemma
oewn-erica_lusitanica__1.20.00..,Erica lusitanica,n,erect dense shrub native to western Iberian peninsula having profuse white or pink flowers; naturalized in southwestern England,taxon,taxon,Linnaean binomial lemma
oewn-brachychiton_acerifolius__1.20.00..,Brachychiton acerifolius,n,south Australian tree having panicles of brilliant scarlet flowers,taxon,taxon,Linnaean binomial lemma
oewn-genus_cyathea__1.20.00..,genus Cyathea,n,type genus of the Cyatheaceae: tree ferns of the tropical rain forest to temperate woodlands,taxon,taxon,gloss: taxonomic rank cue
oewn-wormian_bone__1.08.00..,Wormian bone,n,any of the tiny soft bones found in the sutures between cranial bones,phrase,taxon,compositional multiword lemma
oewn-piscidia_erythrina__1.20.00..,Piscidia erythrina,n,small tree of West Indies and Florida having large odd-pinnate leaves and panicles of red-striped purple to white flowers followed by decorative curly winged seedpods; yields fish poisons,taxon,taxon,Linnaean binomial lemma
oewn-family_coregonidae__1.05.00..,family Coregonidae,n,soft-finned fishes comprising the freshwater whitefishes; formerly included in the family Salmonidae,taxon,taxon,gloss: taxonomic rank cue
oewn-family_strombidae__1.05.00..,family Strombidae,n,the family of conchs,taxon,taxon,gloss: taxonomic rank cue
oewn-genus_zapus__1.05.00..,genus Zapus,n,type genus of the Zapodidae,taxon,taxon,gloss: taxonomic rank cue
oewn-abies_venusta__1.20.00..,Abies venusta,n,a pyramidal fir of southwestern California having spiny pointed leaves and cone scales with long spines,phrase,taxon,compositional multiword lemma
oewn-american_wistaria__1.20.00..,American wistaria,n,an eastern United States native resembling the cultivated Japanese wisteria having pale purple-lilac flowers,phrase,taxon,compositional multiword lemma
oewn-bradley_method__1.22.00..,Bradley method,n,a method that prepares a mother for natural childbirth by providing education and exercises and nutrition and techniques of breathing and relaxation (with the assistance of the father),phrase,taxon,compositional multiword lemma
oewn-antirrhinum_majus__1.20.00..,Antirrhinum majus,n,perennial native to the Mediterranean but widely cultivated for its purple or pink flowers,phrase,taxon,compositional multiword lemma
oewn-quercus_shumardii__1.20.00..,Quercus shumardii,n,"large deciduous red oak of southern and eastern United States having large seven-lobed to nine-lobed elliptical leaves, large acorns and medium hard coarse-grained wood",phrase,taxon,compositional multiword lemma
oewn-elaeis_oleifera__1.20.00..,Elaeis oleifera,n,palm of Central and South America,phrase,taxon,compositional multiword lemma
oewn-rumansh_language__1.10.01..,Rumansh language,n,the Rhaeto-Romance language spoken in southeastern Switzerland; it is an official language of Switzerland,phrase,taxon,compositional multiword lemma
oewn-roman_times__1.28.00..,Roman times,n,the time period during which Rome dominated Europe,phrase,taxon,compositional multiword lemma
oewn-nyamwezi_language__1.10.01..,Nyamwezi language,n,a Bantu language spoken in central Tanzania,phrase,taxon,compositional multiword lemma
oewn-castanea_sativa__1.20.00..,Castanea sativa,n,"wild or cultivated throughout southern Europe, northwestern Africa and southwestern Asia",phrase,taxon,compositional multiword lemma
oewn-opisthocomidae__1.05.00..,Opisthocomidae,n,comprising the hoatzins,taxon,taxon,gloss: taxonomic rank cue
oewn-maundy_money__1.21.00..,Maundy money,n,specially minted silver coins that are distributed by the British sovereign on Maundy Thursday,phrase,taxon,compositional multiword lemma
oewn-cheilanthes_gracillima__1.20.00..,Cheilanthes gracillima,n,small tufted fern of northwestern America,phrase,taxon,compositional multiword lemma
oewn-anemone_sylvestris__1.20.00..,Anemone sylvestris,n,Eurasian herb with solitary nodding fragrant white flowers,taxon,taxon,Linnaean binomial lemma
oewn-word_order__1.10.00..,word order,n,the order of words in a text,taxon,taxon,gloss: taxonomic rank cue
oewn-anthemis_nobilis__1.20.00..,Anthemis nobilis,n,Eurasian plant with apple-scented foliage and white-rayed flowers and feathery leaves used medicinally; in some classification systems placed in genus Anthemis,taxon,taxon,Linnaean binomial lemma
oewn-family_peripatopsidae__1.05.00..,family Peripatopsidae,n,a family of Onychophora,taxon,taxon,gloss: taxonomic rank cue
oewn-lygodium_palmatum__1.20.00..,Lygodium palmatum,n,delicate fern of the eastern United States having a twining stem and palmately-lobed sterile fronds and forked fertile fronds,phrase,taxon,compositional multiword lemma
oewn-lilium_catesbaei__1.20.00..,Lilium catesbaei,n,lily of southeastern United States having cup-shaped flowers with deep yellow to scarlet recurved petals,phrase,taxon,compositional multiword lemma
oewn-gaultheria_shallon__1.20.00..,Gaultheria shallon,n,small evergreen shrub of Pacific coast of North America having edible dark purple grape-sized berries,taxon,taxon,Linnaean binomial lemma
oewn-tinea_pellionella__1.05.00..,Tinea pellionella,n,the larvae live in tubes of its food material fastened with silk that it spins,phrase,taxon,compositional multiword lemma
oewn-xylaria_polymorpha__1.20.00..,Xylaria polymorpha,n,the fruiting bodies of the fungi of the genus Xylaria,taxon,taxon,Linnaean binomial lemma
oewn-cucurbita__1.20.00..,Cucurbita,n,type genus of the Cucurbitaceae,taxon,taxon,gloss: taxonomic rank cue
oewn-erysimum_cheiri__1.20.00..,Erysimum cheiri,n,perennial of southern Europe having clusters of fragrant flowers of all colors especially yellow and orange; often naturalized on old walls or cliffs; sometimes placed in genus Erysimum,taxon,taxon,Linnaean binomial lemma
oewn-persia__1.15.00..,Persia,n,a theocratic Islamic republic in the Middle East in western Asia; Iran was the core of the ancient empire that was known as Persia until 1935; rich in oil,lexical-word,proper_name,ordinary content word (default)
oewn-crater__1.17.02..,Crater,n,a faint constellation in the Southern Hemisphere near Hydra and Corvus,lexical-word,proper_name,ordinary content word (default)
oewn-dubya__1.18.00..,Dubya,n,43rd President of the United States; son of George Herbert Walker Bush (born in 1946),proper-name,proper_name,"titlecase noun, name-like gloss"
