node_id,lemma,pos,surface_word,gloss,component,is_seed,seed_method,candidate_seed_id,layer,degree_score,outdegree,indegree,frequency,age_of_acquisition,concreteness,source_label
open::n,open,n,open,a clear or unobstructed space or expanse of land or water,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,359,353,6,5.505139348307253,5.0,3.21,open [n] :: a clear or unobstructed space or expanse of land or water
open::a,open,a,open,affording unobstructed entrance and exit; not shut or closed,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,65,62,3,5.505139348307253,5.0,3.21,open [a] :: affording unobstructed entrance and exit; not shut or closed
open::v,open,v,open,cause to open or to become open,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,31,29,2,5.505139348307253,5.0,3.21,open [v] :: cause to open or to become open
sit::v,sit,v,sit,be in a position in which one's upper body is largely upright and sup...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,59,54,5,5.492684640235538,3.47,4.8,sit [v] :: be in a position in which one's upper body is largely upright and sup...
cause::v,cause,v,cause,"give rise to; cause to happen or occur, not always intentionally",satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,462,456,6,5.49084841307908,5.84,2.43,"cause [v] :: give rise to; cause to happen or occur, not always intentionally"
cause::n,cause,n,cause,events that provide the generative force that is the origin of something,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,350,346,4,5.49084841307908,5.84,2.43,cause [n] :: events that provide the generative force that is the origin of something
hard::a,hard,a,hard,not easy; requiring great physical or mental effort to accomplish or...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,54,46,8,5.487761455741685,4.39,3.76,hard [a] :: not easy; requiring great physical or mental effort to accomplish or...
honey::a,honey,a,honey,of something having the color of honey,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,9,7,2,5.477262963365128,5.44,4.88,honey [a] :: of something having the color of honey
honey::v,honey,v,honey,sweeten with honey,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,3,1,2,5.477262963365128,5.44,4.88,honey [v] :: sweeten with honey
face::n,face,n,face,the front of the human head from the forehead to the chin and ear to ear,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,261,256,5,5.4605672710785385,3.75,4.87,face [n] :: the front of the human head from the forehead to the chin and ear to ear
second::n,second,n,second,1/60 of a minute; the basic unit of time adopted under the Systeme In...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,342,337,5,5.4536212608899834,4.68,3.3,second [n] :: 1/60 of a minute; the basic unit of time adopted under the Systeme In...
second::r,second,r,second,in the second place,core,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,5,4,1,5.4536212608899834,4.68,3.3,second [r] :: in the second place
hand::n,hand,n,hand,the (prehensile) extremity of the superior limb,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,235,231,4,5.4460450243514344,2.74,4.72,hand [n] :: the (prehensile) extremity of the superior limb
hit::n,hit,n,hit,(baseball) when a batter strikes a pitched ball into fair territory a...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,54,44,10,5.438767976707224,4.75,4.11,hit [n] :: (baseball) when a batter strikes a pitched ball into fair territory a...
end::n,end,n,end,either extremity of something that has length,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,476,474,2,5.4240938316755045,4.28,3.14,end [n] :: either extremity of something that has length
end::v,end,v,end,"have an end, in a temporal, spatial, or quantitative sense; either sp...",satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,47,42,5,5.4240938316755045,4.28,3.14,"end [v] :: have an end, in a temporal, spatial, or quantitative sense; either sp..."
easy::a,easy,a,easy,posing no difficulty; requiring little effort,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,24,19,5,5.423837535131092,5.43,2.07,easy [a] :: posing no difficulty; requiring little effort
easy::r,easy,r,easy,with ease (‘easy’ is sometimes used informally for ‘easily’),satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,11,8,3,5.423837535131092,5.43,2.07,easy [r] :: with ease (‘easy’ is sometimes used informally for ‘easily’)
shut::v,shut,v,shut,move so that an opening or passage is obstructed; make shut,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,10,5,5,5.4207501205982975,4.89,3.38,shut [v] :: move so that an opening or passage is obstructed; make shut
part::n,part,n,part,something determined in relation to something that includes it,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,1354,1352,2,5.416924855227094,5.11,3.29,part [n] :: something determined in relation to something that includes it
true::n,true,n,true,proper alignment; the property possessed by something that is in corr...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,247,243,4,5.40316387884861,4.644481000000001,1.7,true [n] :: proper alignment; the property possessed by something that is in corr...
true::v,true,v,true,"make level, square, balanced, or concentric",satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,24,19,5,5.40316387884861,4.644481000000001,1.7,"true [v] :: make level, square, balanced, or concentric"
working::n,working,n,working,a mine or quarry that is being or has been worked,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,92,89,3,5.398229045274887,,3.48,working [n] :: a mine or quarry that is being or has been worked
town::n,town,n,town,United States architect who was noted for his design and construction...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,326,320,6,5.393752975824883,5.11,4.64,town [n] :: United States architect who was noted for his design and construction...
young::n,young,n,young,United States film and television actress (1913-2000),satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,408,405,3,5.385360885844134,4.61,3.16,young [n] :: United States film and television actress (1913-2000)
chance::a,chance,a,chance,occurring or appearing or singled out by chance,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,23,20,3,5.3818804646018155,7.78,1.64,chance [a] :: occurring or appearing or singled out by chance
chance::v,chance,v,chance,be the case by chance,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,6,4,2,5.3818804646018155,7.78,1.64,chance [v] :: be the case by chance
read::n,read,n,read,something that is read,core,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,89,88,1,5.3818451661516065,4.11,3.56,read [n] :: something that is read
number::n,number,n,number,the property possessed by a sum or total or indefinite quantity of un...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,481,477,4,5.381350686369281,3.94,3.3,number [n] :: the property possessed by a sum or total or indefinite quantity of un...
number::v,number,v,number,add up in number or quantity,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,22,19,3,5.381350686369281,3.94,3.3,number [v] :: add up in number or quantity
change::n,change,n,change,an event that occurs when something passes from one state or phase to...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,232,230,2,5.380289187188625,4.26,2.89,change [n] :: an event that occurs when something passes from one state or phase to...
change::v,change,v,change,cause to change; make different; cause a transformation,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,103,98,5,5.380289187188625,4.26,2.89,change [v] :: cause to change; make different; cause a transformation
married::n,married,n,married,a person who is married,core,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,77,76,1,5.376910553616554,5.156017,2.82,married [n] :: a person who is married
point::n,point,n,point,a geometric element that has position but no extension,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,419,414,5,5.373325470670158,4.55,3.39,point [n] :: a geometric element that has position but no extension
word::n,word,n,word,the divine word of God; the second person in the Trinity (incarnate i...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,276,270,6,5.371521769755796,4.42,3.56,word [n] :: the divine word of God; the second person in the Trinity (incarnate i...
game::n,game,n,game,a contest with rules to determine a winner,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,298,295,3,5.368365361398272,4.26,4.5,game [n] :: a contest with rules to determine a winner
party::v,party,v,party,have or participate in a party,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,8,6,2,5.367052521255996,4.58,3.89,party [v] :: have or participate in a party
set::n,set,n,set,evil Egyptian god with the head of a beast that has high square ears...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,337,326,11,5.3639369210296355,6.0,3.41,set [n] :: evil Egyptian god with the head of a beast that has high square ears...
cut::n,cut,n,cut,a share of the profits,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,201,199,2,5.360724696402396,4.43,4.55,cut [n] :: a share of the profits
cut::v,cut,v,cut,separate with or as if with an instrument,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,62,60,2,5.360724696402396,4.43,4.55,cut [v] :: separate with or as if with an instrument
water::n,water,n,water,binary compound that occurs at room temperature as a clear colorless...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,1095,1082,13,5.351738198028865,2.37,5.0,water [n] :: binary compound that occurs at room temperature as a clear colorless...
water::v,water,v,water,"supply with water, as with channels or ditches or streams",satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,58,55,3,5.351738198028865,2.37,5.0,"water [v] :: supply with water, as with channels or ditches or streams"
making::n,making,n,making,the act that results in something coming to be,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,671,669,2,5.346830003673602,,2.34,making [n] :: the act that results in something coming to be
eyes::n,eyes,n,eyes,opinion or judgment,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,262,260,2,5.344912585627879,3.4434819999999995,4.85,eyes [n] :: opinion or judgment
story::n,story,n,story,a message that tells the particulars of an act or occurrence or cours...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,98,89,9,5.343411100617,3.89,3.3,story [n] :: a message that tells the particulars of an act or occurrence or cours...
far::n,far,n,far,a terrorist organization that seeks to overthrow the government domin...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,87,78,9,5.343372532659787,4.878935,2.71,far [n] :: a terrorist organization that seeks to overthrow the government domin...
times::n,times,n,times,a more or less definite period of time now or previously present,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,231,224,7,5.341904406511898,6.7,2.07,times [n] :: a more or less definite period of time now or previously present
close::n,close,n,close,the temporal end; the concluding time,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,165,161,4,5.340741843628232,4.5,3.2,close [n] :: the temporal end; the concluding time
means::n,means,n,means,to have the ability to produce a particular effect or achieve an end,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,398,393,5,5.3386023618052985,8.289175,1.93,means [n] :: to have the ability to produce a particular effect or achieve an end
death::n,death,n,death,the personification of death,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,342,340,2,5.335275018388934,5.37,3.73,death [n] :: the personification of death
gun::n,gun,n,gun,a weapon that discharges a missile at high velocity (especially from...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,94,88,6,5.328223470810152,5.58,4.83,gun [n] :: a weapon that discharges a missile at high velocity (especially from...
gun::v,gun,v,gun,shoot with a gun,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,10,8,2,5.328223470810152,5.58,4.83,gun [v] :: shoot with a gun
inside::n,inside,n,inside,the region that is inside of something,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,160,158,2,5.324291724859389,4.772365000000001,3.67,inside [n] :: the region that is inside of something
waiting::n,waiting,n,waiting,the act of waiting (remaining inactive in one place while expecting s...,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,24,18,6,5.3239691890243614,,2.7,waiting [n] :: the act of waiting (remaining inactive in one place while expecting s...
different::a,different,a,different,unlike in nature or quality or form or degree,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,451,447,4,5.320689951534904,5.5,1.97,different [a] :: unlike in nature or quality or form or degree
captain::v,captain,v,captain,be the captain of a sports team,satellite,true,exact-small-greedy,exact-small-greedy:n5044:r0,0,3,1,2,5.318081323622233,6.06,4.19,captain [v] :: be the captain of a sports team
